id,generation,name,set_num,supertype,legalities
col1-39,Fourth,Zangoose,39,Pokémon,{'unlimited': 'Legal'}
col1-40,Fourth,Bayleef,40,Pokémon,{'unlimited': 'Legal'}
col1-41,Fourth,Croconaw,41,Pokémon,{'unlimited': 'Legal'}
col1-42,Fourth,Donphan,42,Pokémon,{'unlimited': 'Legal'}
col1-43,Fourth,Flaaffy,43,Pokémon,{'unlimited': 'Legal'}
col1-44,Fourth,Flareon,44,Pokémon,{'unlimited': 'Legal'}
col1-45,Fourth,Jolteon,45,Pokémon,{'unlimited': 'Legal'}
col1-46,Fourth,Magby,46,Pokémon,{'unlimited': 'Legal'}
col1-47,Fourth,Mime Jr.,47,Pokémon,{'unlimited': 'Legal'}
col1-48,Fourth,Pidgeotto,48,Pokémon,{'unlimited': 'Legal'}
col1-49,Fourth,Quilava,49,Pokémon,{'unlimited': 'Legal'}
col1-50,Fourth,Riolu,50,Pokémon,{'unlimited': 'Legal'}
col1-51,Fourth,Seviper,51,Pokémon,{'unlimited': 'Legal'}
col1-52,Fourth,Vaporeon,52,Pokémon,{'unlimited': 'Legal'}
col1-53,Fourth,Chikorita,53,Pokémon,{'unlimited': 'Legal'}
col1-54,Fourth,Clefairy,54,Pokémon,{'unlimited': 'Legal'}
col1-55,Fourth,Cyndaquil,55,Pokémon,{'unlimited': 'Legal'}
col1-56,Fourth,Eevee,56,Pokémon,{'unlimited': 'Legal'}
col1-57,Fourth,Hitmonchan,57,Pokémon,{'unlimited': 'Legal'}
col1-58,Fourth,Hitmonlee,58,Pokémon,{'unlimited': 'Legal'}
col1-59,Fourth,Houndour,59,Pokémon,{'unlimited': 'Legal'}
col1-60,Fourth,Koffing,60,Pokémon,{'unlimited': 'Legal'}
col1-61,Fourth,Magikarp,61,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
col1-62,Fourth,Magmar,62,Pokémon,{'unlimited': 'Legal'}
col1-63,Fourth,Mareep,63,Pokémon,{'unlimited': 'Legal'}
col1-64,Fourth,Mawile,64,Pokémon,{'unlimited': 'Legal'}
col1-65,Fourth,Misdreavus,65,Pokémon,{'unlimited': 'Legal'}
col1-66,Fourth,Phanpy,66,Pokémon,{'unlimited': 'Legal'}
col1-67,Fourth,Pidgey,67,Pokémon,{'unlimited': 'Legal'}
col1-68,Fourth,Pineco,68,Pokémon,{'unlimited': 'Legal'}
col1-69,Fourth,Relicanth,69,Pokémon,{'unlimited': 'Legal'}
col1-70,Fourth,Slowpoke,70,Pokémon,{'unlimited': 'Legal'}
col1-71,Fourth,Snubbull,71,Pokémon,{'unlimited': 'Legal'}
col1-72,Fourth,Tangela,72,Pokémon,{'unlimited': 'Legal'}
col1-73,Fourth,Teddiursa,73,Pokémon,{'unlimited': 'Legal'}
col1-74,Fourth,Totodile,74,Pokémon,{'unlimited': 'Legal'}
col1-75,Fourth,Vulpix,75,Pokémon,{'unlimited': 'Legal'}
col1-76,Fourth,Cheerleader's Cheer,76,Trainer,{'unlimited': 'Legal'}
col1-77,Fourth,Copycat,77,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-78,Fourth,Dual Ball,78,Trainer,{'unlimited': 'Legal'}
col1-79,Fourth,Interviewer's Questions,79,Trainer,{'unlimited': 'Legal'}
col1-80,Fourth,Lost Remover,80,Trainer,{'unlimited': 'Legal'}
col1-81,Fourth,Lost World,81,Trainer,{'unlimited': 'Legal'}
col1-82,Fourth,Professor Elm's Training Method,82,Trainer,{'unlimited': 'Legal'}
col1-83,Fourth,Professor Oak's New Theory,83,Trainer,{'unlimited': 'Legal'}
col1-84,Fourth,Research Record,84,Trainer,{'unlimited': 'Legal'}
col1-85,Fourth,Sage's Training,85,Trainer,{'unlimited': 'Legal'}
col1-86,Fourth,Darkness Energy,86,Energy,{'unlimited': 'Legal'}
col1-87,Fourth,Metal Energy,87,Energy,{'unlimited': 'Legal'}
col1-88,Fourth,Grass Energy,88,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-89,Fourth,Fire Energy,89,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-90,Fourth,Water Energy,90,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-91,Fourth,Lightning Energy,91,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-92,Fourth,Psychic Energy,92,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-93,Fourth,Fighting Energy,93,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-94,Fourth,Darkness Energy,94,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-95,Fourth,Metal Energy,95,Energy,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
col1-SL1,Fourth,Deoxys,SL1,Pokémon,{'unlimited': 'Legal'}
col1-SL10,Fourth,Rayquaza,SL10,Pokémon,{'unlimited': 'Legal'}
col1-SL11,Fourth,Suicune,SL11,Pokémon,{'unlimited': 'Legal'}
col1-SL2,Fourth,Dialga,SL2,Pokémon,{'unlimited': 'Legal'}
col1-SL3,Fourth,Entei,SL3,Pokémon,{'unlimited': 'Legal'}
col1-SL4,Fourth,Groudon,SL4,Pokémon,{'unlimited': 'Legal'}
col1-SL5,Fourth,Ho-Oh,SL5,Pokémon,{'unlimited': 'Legal'}
col1-SL6,Fourth,Kyogre,SL6,Pokémon,{'unlimited': 'Legal'}
col1-SL7,Fourth,Lugia,SL7,Pokémon,{'unlimited': 'Legal'}
col1-SL8,Fourth,Palkia,SL8,Pokémon,{'unlimited': 'Legal'}
col1-SL9,Fourth,Raikou,SL9,Pokémon,{'unlimited': 'Legal'}
bwp-BW004,Fifth,Reshiram,BW004,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW005,Fifth,Zekrom,BW005,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW01,Fifth,Snivy,BW01,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW02,Fifth,Tepig,BW02,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW03,Fifth,Oshawott,BW03,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW06,Fifth,Snivy,BW06,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW07,Fifth,Tepig,BW07,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW08,Fifth,Oshawott,BW08,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW09,Fifth,Zoroark,BW09,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW10,Fifth,Axew,BW10,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW100,Fifth,N,BW100,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW101,Fifth,Genesect,BW101,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW11,Fifth,Pansage,BW11,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW12,Fifth,Zorua,BW12,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW13,Fifth,Minccino,BW13,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW14,Fifth,Pansage,BW14,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW15,Fifth,Pidove,BW15,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW16,Fifth,Axew,BW16,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW17,Fifth,Ducklett,BW17,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW18,Fifth,Darumaka,BW18,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW19,Fifth,Zoroark,BW19,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW20,Fifth,Serperior,BW20,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW21,Fifth,Emboar,BW21,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW22,Fifth,Samurott,BW22,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW23,Fifth,Reshiram,BW23,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW24,Fifth,Zekrom,BW24,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW25,Fifth,Scraggy,BW25,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW26,Fifth,Axew,BW26,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW27,Fifth,Litwick,BW27,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW28,Fifth,Tropical Beach,BW28,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW29,Fifth,Victory Cup,BW29,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW30,Fifth,Victory Cup,BW30,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW31,Fifth,Victory Cup,BW31,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW32,Fifth,Victini,BW32,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW33,Fifth,Riolu,BW33,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW34,Fifth,Luxio,BW34,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW35,Fifth,Meowth,BW35,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW36,Fifth,Reshiram-EX,BW36,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW37,Fifth,Kyurem-EX,BW37,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW38,Fifth,Zekrom-EX,BW38,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW39,Fifth,Battle City,BW39,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW40,Fifth,Volcarona,BW40,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW41,Fifth,Thundurus,BW41,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW42,Fifth,Tornadus,BW42,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW43,Fifth,Landorus,BW43,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW44,Fifth,Kyurem,BW44,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW45,Fifth,Mewtwo-EX,BW45,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW46,Fifth,Darkrai-EX,BW46,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW47,Fifth,Rayquaza-EX,BW47,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW48,Fifth,Altaria,BW48,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW49,Fifth,Lilligant,BW49,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW50,Fifth,Tropical Beach,BW50,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW51,Fifth,Crobat,BW51,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW52,Fifth,Lillipup,BW52,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW53,Fifth,Flygon,BW53,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW54,Fifth,Pikachu,BW54,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW55,Fifth,Elgyem,BW55,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW56,Fifth,Empoleon,BW56,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW57,Fifth,Haxorus,BW57,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW58,Fifth,Black Kyurem,BW58,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW59,Fifth,White Kyurem,BW59,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW60,Fifth,Keldeo,BW60,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW61,Fifth,Keldeo-EX,BW61,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW62,Fifth,Black Kyurem-EX,BW62,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW63,Fifth,White Kyurem-EX,BW63,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW64,Fifth,Drifblim,BW64,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW65,Fifth,Jigglypuff,BW65,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW66,Fifth,Ninetales,BW66,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW67,Fifth,Ampharos,BW67,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW68,Fifth,Meloetta,BW68,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW69,Fifth,Meloetta,BW69,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW70,Fifth,Virizion,BW70,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW71,Fifth,Terrakion,BW71,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW72,Fifth,Cobalion,BW72,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW73,Fifth,Darkrai,BW73,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW74,Fifth,Giratina,BW74,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW75,Fifth,Metagross,BW75,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW76,Fifth,Electrode,BW76,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW77,Fifth,Pikachu,BW77,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW78,Fifth,Raichu,BW78,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW79,Fifth,Landorus,BW79,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW80,Fifth,Druddigon,BW80,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW81,Fifth,Thundurus-EX,BW81,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW82,Fifth,Deoxys-EX,BW82,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW83,Fifth,Lugia-EX,BW83,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW84,Fifth,Porygon-Z,BW84,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW85,Fifth,Lucario,BW85,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW86,Fifth,Genesect,BW86,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW87,Fifth,Leafeon,BW87,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW88,Fifth,Flareon,BW88,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW89,Fifth,Vaporeon,BW89,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW90,Fifth,Glaceon,BW90,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW91,Fifth,Jolteon,BW91,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW92,Fifth,Espeon,BW92,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW93,Fifth,Umbreon,BW93,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW94,Fifth,Eevee,BW94,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW95,Fifth,Champions Festival,BW95,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW96,Fifth,Tornadus-EX,BW96,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW97,Fifth,Eevee,BW97,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW98,Fifth,Mew,BW98,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bwp-BW99,Fifth,Genesect,BW99,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-1,Fifth,Snivy,1,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-2,Fifth,Snivy,2,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-3,Fifth,Servine,3,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-4,Fifth,Servine,4,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-5,Fifth,Serperior,5,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-6,Fifth,Serperior,6,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-7,Fifth,Pansage,7,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-8,Fifth,Simisage,8,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-9,Fifth,Petilil,9,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-10,Fifth,Lilligant,10,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-11,Fifth,Maractus,11,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-12,Fifth,Maractus,12,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-13,Fifth,Deerling,13,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-14,Fifth,Sawsbuck,14,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-15,Fifth,Tepig,15,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-16,Fifth,Tepig,16,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-17,Fifth,Pignite,17,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-18,Fifth,Pignite,18,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-19,Fifth,Emboar,19,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-20,Fifth,Emboar,20,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-21,Fifth,Pansear,21,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-22,Fifth,Simisear,22,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-23,Fifth,Darumaka,23,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-24,Fifth,Darumaka,24,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-25,Fifth,Darmanitan,25,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-26,Fifth,Reshiram,26,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-27,Fifth,Oshawott,27,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-28,Fifth,Oshawott,28,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-29,Fifth,Dewott,29,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-30,Fifth,Dewott,30,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-31,Fifth,Samurott,31,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-32,Fifth,Samurott,32,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-33,Fifth,Panpour,33,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-34,Fifth,Simipour,34,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-35,Fifth,Basculin,35,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-36,Fifth,Ducklett,36,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-37,Fifth,Swanna,37,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-38,Fifth,Alomomola,38,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-39,Fifth,Alomomola,39,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-40,Fifth,Blitzle,40,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-41,Fifth,Blitzle,41,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-42,Fifth,Zebstrika,42,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-43,Fifth,Zebstrika,43,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-44,Fifth,Joltik,44,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-45,Fifth,Joltik,45,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-46,Fifth,Galvantula,46,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-47,Fifth,Zekrom,47,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-48,Fifth,Munna,48,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-49,Fifth,Musharna,49,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-50,Fifth,Woobat,50,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-51,Fifth,Swoobat,51,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-52,Fifth,Venipede,52,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-53,Fifth,Whirlipede,53,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-54,Fifth,Scolipede,54,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-55,Fifth,Solosis,55,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-56,Fifth,Duosion,56,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-57,Fifth,Reuniclus,57,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-58,Fifth,Timburr,58,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-59,Fifth,Timburr,59,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-60,Fifth,Gurdurr,60,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-61,Fifth,Throh,61,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-62,Fifth,Sawk,62,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-63,Fifth,Sandile,63,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-64,Fifth,Krokorok,64,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-65,Fifth,Krookodile,65,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-66,Fifth,Purrloin,66,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-67,Fifth,Liepard,67,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-68,Fifth,Scraggy,68,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-69,Fifth,Scrafty,69,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-70,Fifth,Zorua,70,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-71,Fifth,Zoroark,71,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-72,Fifth,Vullaby,72,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-73,Fifth,Mandibuzz,73,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-74,Fifth,Klink,74,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-75,Fifth,Klang,75,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-76,Fifth,Klinklang,76,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-77,Fifth,Patrat,77,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-78,Fifth,Patrat,78,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-79,Fifth,Watchog,79,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-80,Fifth,Lillipup,80,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-81,Fifth,Lillipup,81,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-82,Fifth,Herdier,82,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-83,Fifth,Stoutland,83,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-84,Fifth,Pidove,84,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-85,Fifth,Tranquill,85,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-86,Fifth,Unfezant,86,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-87,Fifth,Audino,87,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-88,Fifth,Minccino,88,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-89,Fifth,Cinccino,89,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-90,Fifth,Bouffalant,90,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-91,Fifth,Bouffalant,91,Pokémon,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-92,Fifth,Energy Retrieval,92,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
bw1-93,Fifth,Energy Search,93,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
bw1-94,Fifth,Energy Switch,94,Trainer,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}"
bw1-95,Fifth,Full Heal,95,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
bw1-96,Fifth,PlusPower,96,Trainer,"{'unlimited': 'Legal', 'expanded': 'Legal'}"
